[15:08:51] 模块导入完成
[12:36:05] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[12:36:05] 后台拉取: getapp3.4.4
[12:36:05] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[12:36:05] 后台拉取: 懒懒视频
[12:36:06] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[12:36:06] 后台拉取: htmlParser
[12:36:06] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[12:36:06] 后台拉取: spider
[12:36:06] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[12:36:06] 后台拉取: bridge
[12:36:06] 后台拉取失败: bridge - 文件中未找到 Spider 类
[12:36:06] 后台拉取: t4_daemon
[12:36:06] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[12:36:06] 后台拉取: t4_daemon_lite
[12:36:06] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[12:36:40] 模块导入完成
[12:36:40] init 开始
[12:36:47] init 完成，扫描到 248 个py源
[12:44:52] 模块导入完成
[12:44:52] init 开始
[12:44:57] init 完成，扫描到 248 个py源
[12:44:57] homeContent 开始
[12:44:57] homeContent 返回 249 个标签
[12:44:57] 后台拉取: 妲己
[12:44:57] 后台拉取失败: 妲己 - HTTPSConnectionPool(host='3642.7rnr.com', port=443): Max retries exceeded with url: /web/index.html (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of
[12:44:57] 后台拉取: package
[12:44:57] 后台拉取失败: package - 文件中未找到 Spider 类
[12:44:57] 后台拉取: _runner
[12:44:57] 后台拉取失败: _runner - 文件中未找到 Spider 类
[12:44:57] 后台拉取: basic
[12:44:57] 后台拉取失败: basic - 文件中未找到 Spider 类
[12:44:57] 后台拉取: dict
[12:44:57] 后台拉取失败: dict - 文件中未找到 Spider 类
[12:44:57] 后台拉取: klass
[12:44:57] 后台拉取失败: klass - 文件中未找到 Spider 类
[12:44:57] 后台拉取: long
[12:44:57] 后台拉取失败: long - 文件中未找到 Spider 类
[12:44:57] 后台拉取: protocol5
[12:44:57] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[12:44:57] 后台拉取: set
[12:44:57] 后台拉取失败: set - 文件中未找到 Spider 类
[12:44:57] 后台拉取: APP配置MAP提取器
[12:44:57] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[12:44:57] 后台拉取: XYQ规则链接提取器
[12:44:57] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[12:44:57] 后台拉取: compare_source
[12:44:57] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[12:44:57] 后台拉取: move_error_sources
[12:44:57] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[12:44:57] 后台拉取: move_error_sources_test
[12:44:57] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[12:44:57] 后台拉取: 采集分类生成器
[12:44:57] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[12:44:57] 后台拉取: 采集转换器
[12:44:57] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[12:44:57] 后台拉取: crawler
[12:44:57] 后台拉取失败: crawler - 文件中未找到 Spider 类
[12:44:57] 后台拉取: 4K影视
[12:45:03] 后台拉取失败: 4K影视 - 
[12:45:03] 后台拉取: AppFei
[12:45:03] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[12:45:03] 后台拉取: AppFox
[12:45:03] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: AppGet
[12:45:03] 后台拉取失败: AppGet - 'key'
[12:45:03] 后台拉取: AppHs
[12:45:03] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[12:45:03] 后台拉取: AppMuou
[12:45:03] 后台拉取失败: AppMuou - 'host'
[12:45:03] 后台拉取: AppSk
[12:45:03] 后台拉取失败: AppSk - 
[12:45:03] 后台拉取: AppToV5
[12:45:03] 后台拉取失败: AppToV5 - 
[12:45:03] 后台拉取: AppV1
[12:45:03] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[12:45:03] 后台拉取: AppV2²
[12:45:03] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[12:45:03] 后台拉取: AppV2¹
[12:45:03] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: AppV6
[12:45:03] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: AppYqk
[12:45:03] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: _bridge
[12:45:03] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[12:45:03] 后台拉取: base_java_loader
[12:45:03] 后台拉取失败: base_java_loader - No module named 't4'
[12:45:03] 后台拉取: base_test
[12:45:03] 后台拉取失败: base_test - No module named 'core'
[12:45:03] 后台拉取: getapp3.4.2
[12:45:03] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: getapp3.4.4
[12:45:03] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[12:45:03] 后台拉取: 懒懒视频
[12:45:03] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[12:45:03] 后台拉取: htmlParser
[12:45:03] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[12:45:03] 后台拉取: spider
[12:45:03] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[12:45:03] 后台拉取: bridge
[12:45:03] 后台拉取失败: bridge - 文件中未找到 Spider 类
[12:45:03] 后台拉取: t4_daemon
[12:45:03] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[12:45:03] 后台拉取: t4_daemon_lite
[12:45:03] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[12:50:47] 模块导入完成
[12:50:47] init 开始
[12:50:55] init 完成，扫描到 248 个py源
[14:39:37] 模块导入完成
[14:39:37] init 开始
[14:39:48] init 完成，扫描到 248 个py源
[02:50:06] 模块导入完成
[02:50:06] init 开始
[02:50:13] init 完成，扫描到 335 个py源
[02:50:13] homeContent 开始
[02:50:14] homeContent 返回 336 个标签
[02:50:14] 后台拉取: 友9Q理
[02:50:14] 后台拉取失败: 友9Q理 - 'Spider' object has no attribute 'init'
[02:50:14] 后台拉取: 国色天香
[02:50:33] 模块导入完成
[02:50:33] init 开始
[02:50:40] init 完成，扫描到 335 个py源
[02:50:40] homeContent 开始
[02:50:40] homeContent 返回 336 个标签
[02:50:40] 后台拉取: 友9Q理
[02:50:40] 后台拉取失败: 友9Q理 - 'Spider' object has no attribute 'init'
[02:50:40] 后台拉取: 国色天香
[02:50:42] 后台拉取成功: 国色天香
[02:50:42] 后台拉取: 漫画聚合
[02:50:43] 后台拉取成功: 漫画聚合
[02:50:43] 后台拉取: 国色天香(1)
[02:50:45] 后台拉取成功: 国色天香(1)
[02:50:45] 后台拉取: 777午夜影院🔞
[02:50:45] 后台拉取成功: 777午夜影院🔞
[02:50:45] 后台拉取: 818黑料网
[02:50:51] 后台拉取失败: 818黑料网 - 
[02:50:51] 后台拉取: 91porna🔞
[02:50:52] 后台拉取成功: 91porna🔞
[02:50:52] 后台拉取: 91吃瓜中心
[02:50:57] 后台拉取成功: 91吃瓜中心
[02:50:57] 后台拉取: 91大赛
[02:51:03] 后台拉取失败: 91大赛 - 
[02:51:03] 后台拉取: 91爆料
[02:51:03] 后台拉取成功: 91爆料
[02:51:03] 后台拉取: 9g88x🔞
[02:51:08] 模块导入完成
[02:51:08] init 开始
[02:51:09] 后台拉取失败: 9g88x🔞 - 
[02:51:09] 后台拉取: ASMR听书🔞
[02:51:11] 后台拉取成功: ASMR听书🔞
[02:51:11] 后台拉取: AVToday🔞
[02:51:12] 后台拉取成功: AVToday🔞
[02:51:12] 后台拉取: Beeg🔞
[02:51:12] 后台拉取成功: Beeg🔞
[02:51:12] 后台拉取: Cam4直播
[02:51:13] 后台拉取成功: Cam4直播
[02:51:13] 后台拉取: Chaturbate2🔞
[02:51:13] 后台拉取成功: Chaturbate2🔞
[02:51:13] 后台拉取: Chaturbate🔞
[02:51:13] 后台拉取成功: Chaturbate🔞
[02:51:13] 后台拉取: Huoporn🔞
[02:51:13] 后台拉取成功: Huoporn🔞
[02:51:13] 后台拉取: Javmenu🔞
[02:51:13] 后台拉取成功: Javmenu🔞
[02:51:13] 后台拉取: Pandalive直播
[02:51:16] 后台拉取成功: Pandalive直播
[02:51:16] 后台拉取: TnAflix🔞
[02:51:16] 后台拉取成功: TnAflix🔞
[02:51:16] 后台拉取: UU视视APP🔞
[02:51:16] init 完成，扫描到 335 个py源
[02:51:16] homeContent 开始
[02:51:17] homeContent 返回 336 个标签
[02:51:17] 后台拉取: 友9Q理
[02:51:17] 后台拉取失败: 友9Q理 - 'Spider' object has no attribute 'init'
[02:51:17] 后台拉取: 818黑料网
[02:51:22] 后台拉取失败: UU视视APP🔞 - 
[02:51:22] 后台拉取: VF四级老片🔞
[02:51:22] 后台拉取成功: VF四级老片🔞
[02:51:22] 后台拉取: VV视频🔞
[02:51:23] 后台拉取失败: 818黑料网 - 
[02:51:23] 后台拉取: 91大赛
[02:51:26] 后台拉取成功: VV视频🔞
[02:51:26] 后台拉取: XX01🔞
[02:51:27] 后台拉取成功: 91大赛
[02:51:27] 后台拉取: 9g88x🔞
[02:51:28] 后台拉取成功: XX01🔞
[02:51:28] 后台拉取: av3698🔞
[02:51:28] 后台拉取成功: av3698🔞
[02:51:28] 后台拉取: avgood🔞
[02:51:30] 后台拉取成功: avgood🔞
[02:51:30] 后台拉取: fulao2🔞
[02:51:33] 后台拉取失败: 9g88x🔞 - 
[02:51:33] 后台拉取: UU视视APP🔞
[02:51:35] 后台拉取成功: UU视视APP🔞
[02:51:35] 后台拉取: VF四级老片🔞
[02:51:35] 后台拉取成功: VF四级老片🔞
[02:51:35] 后台拉取: VV视频🔞
[02:51:36] 后台拉取失败: fulao2🔞 - 
[02:51:36] 后台拉取: owoav🔞
[02:51:37] 后台拉取成功: VV视频🔞
[02:51:37] 后台拉取: XX01🔞
[02:51:39] 后台拉取成功: XX01🔞
[02:51:39] 后台拉取: av3698🔞
[02:51:39] 后台拉取成功: av3698🔞
[02:51:39] 后台拉取: avgood🔞
[02:51:40] 后台拉取成功: avgood🔞
[02:51:40] 后台拉取: fulao2🔞
[02:51:41] 后台拉取成功: fulao2🔞
[02:51:41] 后台拉取: owoav🔞
[02:51:42] 后台拉取失败: owoav🔞 - 
[02:51:42] 后台拉取: stripchat
[02:51:43] 后台拉取成功: owoav🔞
[02:51:43] 后台拉取: stripchat
[02:51:43] 后台拉取成功: stripchat
[02:51:43] 后台拉取: xxbrits🔞
[02:51:43] 后台拉取成功: xxbrits🔞
[02:51:43] 后台拉取: youav🔞
[02:51:46] 后台拉取成功: youav🔞
[02:51:46] 后台拉取: 一抖阁🔞
[02:51:47] 后台拉取成功: stripchat
[02:51:47] 后台拉取: xxbrits🔞
[02:51:47] 后台拉取成功: xxbrits🔞
[02:51:47] 后台拉取: youav🔞
[02:51:48] 后台拉取成功: 一抖阁🔞
[02:51:48] 后台拉取: 久夜AV🔞
[02:51:48] 后台拉取成功: 久夜AV🔞
[02:51:48] 后台拉取: 九阴争茎🔞
[02:51:48] 后台拉取成功: 九阴争茎🔞
[02:51:48] 后台拉取: 乱伦48小时🔞
[02:51:49] 后台拉取成功: 乱伦48小时🔞
[02:51:49] 后台拉取: 乱伦仓库🔞
[02:51:51] 后台拉取成功: youav🔞
[02:51:51] 后台拉取: 一抖阁🔞
[02:51:51] 后台拉取成功: 乱伦仓库🔞
[02:51:51] 后台拉取: 乱伦伊甸园🔞
[02:51:53] 后台拉取成功: 一抖阁🔞
[02:51:53] 后台拉取: 久夜AV🔞
[02:51:53] 后台拉取成功: 久夜AV🔞
[02:51:53] 后台拉取: 九阴争茎🔞
[02:51:54] 后台拉取成功: 九阴争茎🔞
[02:51:54] 后台拉取成功: 乱伦伊甸园🔞
[02:51:54] 后台拉取: 京东淫联🔞
[02:51:54] 后台拉取: 乱伦48小时🔞
[02:51:54] 后台拉取成功: 京东淫联🔞
[02:51:54] 后台拉取: 今日看料
[02:51:55] 后台拉取成功: 乱伦48小时🔞
[02:51:55] 后台拉取: 乱伦仓库🔞
[02:51:57] 后台拉取成功: 乱伦仓库🔞
[02:51:57] 后台拉取: 乱伦伊甸园🔞
[02:51:57] 后台拉取成功: 今日看料
[02:51:57] 后台拉取: 优视频
[02:51:58] 后台拉取成功: 乱伦伊甸园🔞
[02:51:58] 后台拉取: 京东淫联🔞
[02:51:58] 后台拉取成功: 京东淫联🔞
[02:51:58] 后台拉取: 今日看料
[02:51:59] 后台拉取成功: 优视频
[02:51:59] 后台拉取: 儿子上穴🔞
[02:52:03] 后台拉取成功: 今日看料
[02:52:03] 后台拉取: 优视频
[02:52:04] 后台拉取成功: 儿子上穴🔞
[02:52:04] 后台拉取: 夜色🔞
[02:52:04] 后台拉取成功: 夜色🔞
[02:52:04] 后台拉取: 大师兄影视🔞
[02:52:04] 后台拉取成功: 大师兄影视🔞
[02:52:04] 后台拉取: 大米星球🔞
[02:52:04] 后台拉取成功: 大米星球🔞
[02:52:04] 后台拉取: 好莱污影院🔞
[02:52:06] 后台拉取成功: 好莱污影院🔞
[02:52:06] 后台拉取成功: 优视频
[02:52:06] 后台拉取: 儿子上穴🔞
[02:52:06] 后台拉取: 密云视频🔞
[02:52:09] 后台拉取成功: 密云视频🔞
[02:52:09] 后台拉取: 小红薯APP🔞
[02:52:12] 后台拉取失败: 儿子上穴🔞 - 
[02:52:12] 后台拉取: 夜色🔞
[02:52:12] 后台拉取成功: 夜色🔞
[02:52:12] 后台拉取: 大师兄影视🔞
[02:52:12] 后台拉取成功: 大师兄影视🔞
[02:52:12] 后台拉取: 大米星球🔞
[02:52:12] 后台拉取成功: 大米星球🔞
[02:52:12] 后台拉取: 好莱污影院🔞
[02:52:13] 后台拉取成功: 小红薯APP🔞
[02:52:13] 后台拉取: 小鸭子看看
[02:52:13] 后台拉取成功: 好莱污影院🔞
[02:52:13] 后台拉取: 密云视频🔞
[02:52:14] 后台拉取成功: 小鸭子看看
[02:52:14] 后台拉取: 少妇喝多了🔞
[02:52:14] 后台拉取成功: 少妇喝多了🔞
[02:52:14] 后台拉取: 成人乐园🔞
[02:52:14] 后台拉取成功: 成人乐园🔞
[02:52:14] 后台拉取: 房中㊙️术🔞
[02:52:16] 后台拉取成功: 密云视频🔞
[02:52:16] 后台拉取: 小红薯APP🔞
[02:52:20] 后台拉取失败: 房中㊙️术🔞 - 
[02:52:20] 后台拉取成功: 小红薯APP🔞
[02:52:20] 后台拉取: 拍摄现场🔞
[02:52:20] 后台拉取: 小鸭子看看
[02:52:20] 后台拉取成功: 小鸭子看看
[02:52:20] 后台拉取: 少妇喝多了🔞
[02:52:20] 后台拉取成功: 拍摄现场🔞
[02:52:20] 后台拉取: 换母俱乐部🔞
[02:52:20] 后台拉取成功: 少妇喝多了🔞
[02:52:20] 后台拉取: 成人乐园🔞
[02:52:21] 后台拉取成功: 成人乐园🔞
[02:52:21] 后台拉取: 房中㊙️术🔞
[02:52:23] 后台拉取成功: 换母俱乐部🔞
[02:52:23] 后台拉取: 推特APP🔞
[02:52:25] 后台拉取成功: 推特APP🔞
[02:52:25] 后台拉取: 有声骚麦🔞
[02:52:26] 后台拉取成功: 有声骚麦🔞
[02:52:26] 后台拉取: 极品少女🔞
[02:52:26] 后台拉取成功: 极品少女🔞
[02:52:26] 后台拉取: 母夜插插插🔞
[02:52:27] 后台拉取失败: 房中㊙️术🔞 - 
[02:52:27] 后台拉取: 拍摄现场🔞
[02:52:27] 后台拉取成功: 拍摄现场🔞
[02:52:27] 后台拉取: 换母俱乐部🔞
[02:52:32] 后台拉取失败: 母夜插插插🔞 - 
[02:52:32] 后台拉取: 每日大乱斗
[02:52:33] 后台拉取失败: 换母俱乐部🔞 - 
[02:52:33] 后台拉取: 推特APP🔞
[02:52:35] 后台拉取成功: 推特APP🔞
[02:52:35] 后台拉取: 有声骚麦🔞
[02:52:35] 后台拉取成功: 有声骚麦🔞
[02:52:35] 后台拉取: 极品少女🔞
[02:52:35] 后台拉取成功: 极品少女🔞
[02:52:35] 后台拉取: 母夜插插插🔞
[02:52:38] 后台拉取失败: 每日大乱斗 - 
[02:52:38] 后台拉取: 每日大赛
[02:52:38] 后台拉取成功: 母夜插插插🔞
[02:52:38] 后台拉取: 每日大乱斗
[02:52:42] 后台拉取成功: 每日大乱斗
[02:52:42] 后台拉取: 每日大赛
[02:52:44] 后台拉取成功: 每日大赛
[02:52:44] 后台拉取: 海角乱伦🔞
[02:52:44] 后台拉取成功: 海角乱伦🔞
[02:52:44] 后台拉取: 淫水洞🔞
[02:52:44] 后台拉取成功: 淫水洞🔞
[02:52:44] 后台拉取: 清纯富婆🔞
[02:52:45] 后台拉取成功: 每日大赛
[02:52:45] 后台拉取: 海角乱伦🔞
[02:52:45] 后台拉取成功: 清纯富婆🔞
[02:52:45] 后台拉取: 溏心次元🔞
[02:52:45] 后台拉取成功: 海角乱伦🔞
[02:52:45] 后台拉取: 淫水洞🔞
[02:52:45] 后台拉取成功: 淫水洞🔞
[02:52:45] 后台拉取: 清纯富婆🔞
[02:52:45] 后台拉取成功: 清纯富婆🔞
[02:52:45] 后台拉取: 溏心次元🔞
[02:52:46] 后台拉取成功: 溏心次元🔞
[02:52:46] 后台拉取: 熟女汇🔞
[02:52:46] 后台拉取成功: 熟女汇🔞
[02:52:46] 后台拉取: 爆色🔞
[02:52:46] 后台拉取成功: 爆色🔞
[02:52:46] 后台拉取: 狂飙短剧🔞
[02:52:46] 后台拉取成功: 溏心次元🔞
[02:52:46] 后台拉取: 熟女汇🔞
[02:52:47] 后台拉取成功: 熟女汇🔞
[02:52:47] 后台拉取: 爆色🔞
